,image_id,file_name,caption
118,2149,http://images.cocodataset.org/val2017/000000002149.jpg,A bowl full of fresh green apples are kept.
119,2149,http://images.cocodataset.org/val2017/000000002149.jpg,A large white bowl of many green apples. 
120,2153,http://images.cocodataset.org/val2017/000000002153.jpg,A baseball player with a bat in his hand as the pitcher gets ready to throw the ball. 
121,2153,http://images.cocodataset.org/val2017/000000002153.jpg,A baseball player swinging a bat over home plate.
122,2153,http://images.cocodataset.org/val2017/000000002153.jpg,A baseball game where the batter is waiting for the pitch.
123,2153,http://images.cocodataset.org/val2017/000000002153.jpg,Batter preparing to swing at pitch during major game.
124,2153,http://images.cocodataset.org/val2017/000000002153.jpg,there is a male tennis player that is at base
125,2157,http://images.cocodataset.org/val2017/000000002157.jpg,a close up of a table with many plates of food
126,2157,http://images.cocodataset.org/val2017/000000002157.jpg,A plate of finger foods next to a blue and raspberry topped cake.
127,2157,http://images.cocodataset.org/val2017/000000002157.jpg,A nicely set dining table filled with food and a cake topped with berries.
128,2157,http://images.cocodataset.org/val2017/000000002157.jpg,A table topped with a cake covered in berries next to a plate of sandwiches.
129,2157,http://images.cocodataset.org/val2017/000000002157.jpg,A white cake topped with berries and a plate of fruit and cheeses.
130,2261,http://images.cocodataset.org/val2017/000000002261.jpg,A young man is body surfing and paddling in the water.
131,2261,http://images.cocodataset.org/val2017/000000002261.jpg,A man in a black shirt plays on an ocean wave.
132,2261,http://images.cocodataset.org/val2017/000000002261.jpg,A boy riding a boogie board in the ocean waves.
133,2261,http://images.cocodataset.org/val2017/000000002261.jpg,A man on a blue raft attempting to catch a ride on a large wave.
134,2261,http://images.cocodataset.org/val2017/000000002261.jpg,The boy is looking back at a wave in the ocean. 
135,2299,http://images.cocodataset.org/val2017/000000002299.jpg,A group of children standing next to each other.
136,2299,http://images.cocodataset.org/val2017/000000002299.jpg,A group of children standing and sitting beside each other. 
137,2299,http://images.cocodataset.org/val2017/000000002299.jpg,A vintage school picture of grade school aged children.
138,2299,http://images.cocodataset.org/val2017/000000002299.jpg,A black and white photo of a group of kids.
139,2299,http://images.cocodataset.org/val2017/000000002299.jpg,Many small children are posing together in the black and white photo. 
140,2431,http://images.cocodataset.org/val2017/000000002431.jpg,A meal of burnt toast slices with condiments on the side.
141,2431,http://images.cocodataset.org/val2017/000000002431.jpg,a tray of food on a wooden table
142,2431,http://images.cocodataset.org/val2017/000000002431.jpg,A tray of food on the top of a table.
143,2431,http://images.cocodataset.org/val2017/000000002431.jpg,A plate on a wooden table full of bread.
144,2431,http://images.cocodataset.org/val2017/000000002431.jpg,"A table with a plate, wine-filled glass, and bread, among other items"
145,2473,http://images.cocodataset.org/val2017/000000002473.jpg,A person in skis flies in the air from doing a trick.
146,2473,http://images.cocodataset.org/val2017/000000002473.jpg,a person on skis is doing a twist during a jump
147,2473,http://images.cocodataset.org/val2017/000000002473.jpg,A skier is jumping while other skiers watch.
148,2473,http://images.cocodataset.org/val2017/000000002473.jpg,A man flying through the air while riding skis.
149,2473,http://images.cocodataset.org/val2017/000000002473.jpg,a snow skier is doing an aerial trick
150,2532,http://images.cocodataset.org/val2017/000000002532.jpg,A person standing on skiis on the snowy slope. 
151,2532,http://images.cocodataset.org/val2017/000000002532.jpg,A person standing on top of a ski covered slope.
152,2532,http://images.cocodataset.org/val2017/000000002532.jpg,A skier stands on skis at the top of a snowy plateau.
153,2532,http://images.cocodataset.org/val2017/000000002532.jpg,A person on skis and with poles in the snow and facing the blue sky.
154,2532,http://images.cocodataset.org/val2017/000000002532.jpg,A person is skiing on a snowy hill top.
155,2587,http://images.cocodataset.org/val2017/000000002587.jpg,a banana and a chocolate frosted donut sitting in a baggie
156,2587,http://images.cocodataset.org/val2017/000000002587.jpg,Closeup of a bag containing a banana and a doughnut.
157,2587,http://images.cocodataset.org/val2017/000000002587.jpg,A banana and donut in the same plastic bag.
158,2587,http://images.cocodataset.org/val2017/000000002587.jpg,A banana and donut in a sandwich bag.
159,2587,http://images.cocodataset.org/val2017/000000002587.jpg,a close up of a banana and a doughnut in a plastic bag
160,2592,http://images.cocodataset.org/val2017/000000002592.jpg,Decorated coffee cup and knife sitting on a patterned surface.
161,2592,http://images.cocodataset.org/val2017/000000002592.jpg,A large knife is sitting in front of a mug has a skull and crossbones.
162,2592,http://images.cocodataset.org/val2017/000000002592.jpg,a white mug  showing pirate skull and bones and a large knife on a counter top.
163,2592,http://images.cocodataset.org/val2017/000000002592.jpg,There is a white coffee cup with a skull and bones on it next to a knife
164,2592,http://images.cocodataset.org/val2017/000000002592.jpg,a close up of a knife and a cup on a surface
165,2685,http://images.cocodataset.org/val2017/000000002685.jpg,A crowd of people stand near a man behind a bar with wine bottles on it.
166,2685,http://images.cocodataset.org/val2017/000000002685.jpg,A group of people standing around each other.
167,2685,http://images.cocodataset.org/val2017/000000002685.jpg,Many people line up to taste some wine. 
168,2685,http://images.cocodataset.org/val2017/000000002685.jpg,a couple of people are standing in front of some wine bottles
169,2685,http://images.cocodataset.org/val2017/000000002685.jpg,The group of people is standing at a wine bar. 
170,2923,http://images.cocodataset.org/val2017/000000002923.jpg,ships in the distance behind a grassy marsh with egrets
171,2923,http://images.cocodataset.org/val2017/000000002923.jpg,A couple of birds that are walking in a field.
172,2923,http://images.cocodataset.org/val2017/000000002923.jpg,Several ships in the distance behind a grassy marsh with egrets
173,2923,http://images.cocodataset.org/val2017/000000002923.jpg,A marsh area with egrets and shrimp boats
174,2923,http://images.cocodataset.org/val2017/000000002923.jpg,An overcast day at dock with sea birds resting in the nearby marsh. 
175,2923,http://images.cocodataset.org/val2017/000000002923.jpg,A couple of birds walk through a field of tall grass near a sail boat harbor.
176,3156,http://images.cocodataset.org/val2017/000000003156.jpg,A man is kneeling and holding on to a toilet.
177,3156,http://images.cocodataset.org/val2017/000000003156.jpg,A man wears gloves as he installs a toilet.
178,3156,http://images.cocodataset.org/val2017/000000003156.jpg,A man attempting to lift up a toilet off the floor.
179,3156,http://images.cocodataset.org/val2017/000000003156.jpg,A young man bending next to a toilet.
180,3156,http://images.cocodataset.org/val2017/000000003156.jpg,A man fixing a toilet in a black and white photo.
181,3255,http://images.cocodataset.org/val2017/000000003255.jpg,Skiers look at the snow that they skied down.
182,3255,http://images.cocodataset.org/val2017/000000003255.jpg,A group of people stand at the bottom of a snowy hill.
183,3255,http://images.cocodataset.org/val2017/000000003255.jpg,The paths of some snowboarders carved in a mountain slope.
184,3255,http://images.cocodataset.org/val2017/000000003255.jpg,a group of people riding skis on a snowy surface
185,3255,http://images.cocodataset.org/val2017/000000003255.jpg,A group of skiers have left a trail through the snow on the mountain. 
186,3501,http://images.cocodataset.org/val2017/000000003501.jpg,The meal in the bowl has rice and broccoli in it.
187,3501,http://images.cocodataset.org/val2017/000000003501.jpg,"Looking down at a bowl of white rice, broccoli and a vegetable dish"
188,3501,http://images.cocodataset.org/val2017/000000003501.jpg,"A bean and corn mixture, rice, and broccoli on a plate"
189,3501,http://images.cocodataset.org/val2017/000000003501.jpg,"A plate of broccoli, rice, meat and other vegetables"
190,3501,http://images.cocodataset.org/val2017/000000003501.jpg,"A bowl with rice, broccoli and a purple relish."
191,3553,http://images.cocodataset.org/val2017/000000003553.jpg,A skateboarder is riding on boards that have been placed over grass.
192,3553,http://images.cocodataset.org/val2017/000000003553.jpg,"Legs on a skateboard going down a small ramp,"
193,3553,http://images.cocodataset.org/val2017/000000003553.jpg,A man riding a skateboard on piece of concrete in a park.
194,3553,http://images.cocodataset.org/val2017/000000003553.jpg,A person wearing sneakers balancing on a skateboard on a wooden platform.
195,3553,http://images.cocodataset.org/val2017/000000003553.jpg,a person skating on some pieces of wood 
196,3661,http://images.cocodataset.org/val2017/000000003661.jpg,A closeup of a group of bananas on a table 
197,3661,http://images.cocodataset.org/val2017/000000003661.jpg,A bunch of bananas sitting on top of a wooden table.
198,3661,http://images.cocodataset.org/val2017/000000003661.jpg,Close up of a bunch of bananas on a wooden counter.
199,3661,http://images.cocodataset.org/val2017/000000003661.jpg,A bunch of bananas very close up on a table.
200,3661,http://images.cocodataset.org/val2017/000000003661.jpg,The four huge bananas are still connected together.
201,3845,http://images.cocodataset.org/val2017/000000003845.jpg,a chicken meal with carrots broccoli and rice
202,3845,http://images.cocodataset.org/val2017/000000003845.jpg,"A plate of vegetables, chicken, and white rice."
203,3845,http://images.cocodataset.org/val2017/000000003845.jpg,A dinner plate that has white steamed rice with stir fry vegetables and chicken.
204,3845,http://images.cocodataset.org/val2017/000000003845.jpg,A plate of food and a drink on a table.
205,3845,http://images.cocodataset.org/val2017/000000003845.jpg,The food is prepared on the dish on the table. 
206,3934,http://images.cocodataset.org/val2017/000000003934.jpg,A young girl holding a controller playing a video game.
207,3934,http://images.cocodataset.org/val2017/000000003934.jpg,A young girl playing a video game while others talk.
208,3934,http://images.cocodataset.org/val2017/000000003934.jpg,A blurry photo of a girl concentrating next to what seems like party goers.
209,3934,http://images.cocodataset.org/val2017/000000003934.jpg,A young girl in the foreground and a woman in a bridal dress and other adults in the background. 
210,3934,http://images.cocodataset.org/val2017/000000003934.jpg,A little girl holding a white Nintendo Wii game controller.
211,4134,http://images.cocodataset.org/val2017/000000004134.jpg,Two men shaking hands after a dinner speech.
212,4134,http://images.cocodataset.org/val2017/000000004134.jpg,Two men standing next to each other holding hands.
213,4134,http://images.cocodataset.org/val2017/000000004134.jpg,Two men shake hands at a formal dinner gathering.
214,4134,http://images.cocodataset.org/val2017/000000004134.jpg,Two men are shaking hands at a social gathering.
215,4134,http://images.cocodataset.org/val2017/000000004134.jpg,A man is shaking hands with another man.
216,4395,http://images.cocodataset.org/val2017/000000004395.jpg,A man in a suit poses for the camera.
217,4395,http://images.cocodataset.org/val2017/000000004395.jpg,A young man wearing a white shirt and tie.
218,4395,http://images.cocodataset.org/val2017/000000004395.jpg,Man in a dress shirt and tie looks in front of him. 
219,4395,http://images.cocodataset.org/val2017/000000004395.jpg,A man in a suit and tie holding up a hand.
220,4395,http://images.cocodataset.org/val2017/000000004395.jpg,A man in a shirt and tie motioning with his hand.
221,4495,http://images.cocodataset.org/val2017/000000004495.jpg,A corner of a living room with a TV in it.
222,4495,http://images.cocodataset.org/val2017/000000004495.jpg,a room with a tv and some different types of couches
223,4495,http://images.cocodataset.org/val2017/000000004495.jpg,A living room with a couch and chair.
224,4495,http://images.cocodataset.org/val2017/000000004495.jpg,"A television, couch and chair in the corner of a room."
225,4495,http://images.cocodataset.org/val2017/000000004495.jpg,"A very simple living area with a chair, sofa and TV."
226,4765,http://images.cocodataset.org/val2017/000000004765.jpg,A man in a yellow shirt and wetsuit surfing.
227,4765,http://images.cocodataset.org/val2017/000000004765.jpg,A surfer is riding on a small wave.
228,4765,http://images.cocodataset.org/val2017/000000004765.jpg,A man surfing on a large wave in the ocean.
229,4765,http://images.cocodataset.org/val2017/000000004765.jpg,A man riding a surfboard on a wave in the ocean.
230,4765,http://images.cocodataset.org/val2017/000000004765.jpg,a man in his wetsuit riding a big wave on his surfboard
231,4795,http://images.cocodataset.org/val2017/000000004795.jpg,A cat sitting in front of a computer monitor.
232,4795,http://images.cocodataset.org/val2017/000000004795.jpg,Gray cat looking at electronic monitor next to phone.
233,4795,http://images.cocodataset.org/val2017/000000004795.jpg,A cat is sitting and watching a computer screen.
234,4795,http://images.cocodataset.org/val2017/000000004795.jpg,A cat observing a computer screen next to a laptop and a cordless phone.
235,4795,http://images.cocodataset.org/val2017/000000004795.jpg,"A cat ""reading"" the text on a computer screen"
236,5001,http://images.cocodataset.org/val2017/000000005001.jpg,A man cutting a ribbon at a ceremony 
237,5001,http://images.cocodataset.org/val2017/000000005001.jpg,A group of people cutting a ribbon on a street.
238,5001,http://images.cocodataset.org/val2017/000000005001.jpg,A man uses a pair of big scissors to cut a pink ribbon.
239,5001,http://images.cocodataset.org/val2017/000000005001.jpg,A group of people on the sidewalk watching two young children.
240,5001,http://images.cocodataset.org/val2017/000000005001.jpg,A group of people holding a large pair of scissors to a ribbon.
241,5037,http://images.cocodataset.org/val2017/000000005037.jpg,A bus is traveling down the city street.
242,5037,http://images.cocodataset.org/val2017/000000005037.jpg,A bus sitting still on the side of the road. 
243,5037,http://images.cocodataset.org/val2017/000000005037.jpg,A bus that is sitting on the street.
244,5037,http://images.cocodataset.org/val2017/000000005037.jpg,A passenger bus pulling up to the side of a street.
245,5037,http://images.cocodataset.org/val2017/000000005037.jpg,a bus stops to pick up some passengers
246,5060,http://images.cocodataset.org/val2017/000000005060.jpg,The man is meditating in front of the mirror.
247,5060,http://images.cocodataset.org/val2017/000000005060.jpg,A man in green shirt with cellphone reflecting in a mirror.
248,5060,http://images.cocodataset.org/val2017/000000005060.jpg,A man sitting cross legged in front of a mirror on the floor taking a self portrait 
249,5060,http://images.cocodataset.org/val2017/000000005060.jpg,a man sitting in a room taking a selfie in a mirror 
250,5060,http://images.cocodataset.org/val2017/000000005060.jpg,A man sitting on the floor taking a picture of himself in a mirror.
251,5193,http://images.cocodataset.org/val2017/000000005193.jpg,A group of people pose for a picture while a man holds two surfboards. 
252,5193,http://images.cocodataset.org/val2017/000000005193.jpg,Boys posing for a picture beside two surf boards. 
253,5193,http://images.cocodataset.org/val2017/000000005193.jpg,a group of people who are posing for a picture
254,5193,http://images.cocodataset.org/val2017/000000005193.jpg,A group of people in room with surfboards.
255,5193,http://images.cocodataset.org/val2017/000000005193.jpg,Man and boys holding two surfboards getting picture taken.
256,5477,http://images.cocodataset.org/val2017/000000005477.jpg,large mustard yellow commercial airplane parked in the airport
257,5477,http://images.cocodataset.org/val2017/000000005477.jpg,A brown LOT airliner sitting on the tarmac
258,5477,http://images.cocodataset.org/val2017/000000005477.jpg,"A gold colored, Polish airplane sitting on the runway. "
259,5477,http://images.cocodataset.org/val2017/000000005477.jpg,A large golden airplane is on the runway.
260,5477,http://images.cocodataset.org/val2017/000000005477.jpg,A brown jetliner sitting on top of an airport runway.
261,5503,http://images.cocodataset.org/val2017/000000005503.jpg,A person relieving themselves in a white toilet.
262,5503,http://images.cocodataset.org/val2017/000000005503.jpg,Point of view of a man peeing in an airplane restroom.
263,5503,http://images.cocodataset.org/val2017/000000005503.jpg,A person standing over a toilet using the restroom.
264,5503,http://images.cocodataset.org/val2017/000000005503.jpg,a man standing in front of a toilet taking a piss
265,5503,http://images.cocodataset.org/val2017/000000005503.jpg,A photo of a duvet style toilet shooting water.
266,5529,http://images.cocodataset.org/val2017/000000005529.jpg,A skier is in the snow going downhill.
267,5529,http://images.cocodataset.org/val2017/000000005529.jpg,A person on skis skiing down a mountain slope.
268,5529,http://images.cocodataset.org/val2017/000000005529.jpg,A MAN IS SKIING ON THE SNOW SLOPES
269,5529,http://images.cocodataset.org/val2017/000000005529.jpg,A person with green skis skiing down a big hill.
270,5529,http://images.cocodataset.org/val2017/000000005529.jpg,A person on skis is skiing down a snowy hill. 
271,5586,http://images.cocodataset.org/val2017/000000005586.jpg,A tennis player in a crowded arena waits for the next volley.
272,5586,http://images.cocodataset.org/val2017/000000005586.jpg,a man playing tennis hits a ball across the court
273,5586,http://images.cocodataset.org/val2017/000000005586.jpg,A man standing on a tennis court holding a racquet.
274,5586,http://images.cocodataset.org/val2017/000000005586.jpg,"Indoor tennis match, with a full crowd of spectators."
275,5586,http://images.cocodataset.org/val2017/000000005586.jpg,a tennis player with a racket on a court 
276,5600,http://images.cocodataset.org/val2017/000000005600.jpg,A pan filled with onions sitting next to a pan of stew.
277,5600,http://images.cocodataset.org/val2017/000000005600.jpg,some onions in a silver bowl and some meat in another and a spoon
278,5600,http://images.cocodataset.org/val2017/000000005600.jpg,"There are some appealing support ready to expend. 
"
279,5600,http://images.cocodataset.org/val2017/000000005600.jpg,a close up of two bowls of food on a table 
280,5600,http://images.cocodataset.org/val2017/000000005600.jpg,"A plate has two bowls on it with two different types of food, one looks like pickled onions and the other looks like cooked meat. "
281,5992,http://images.cocodataset.org/val2017/000000005992.jpg,sheep standing around next to a brick wall 
282,5992,http://images.cocodataset.org/val2017/000000005992.jpg,A group of shaggy haired sheep standing beside a building.
283,5992,http://images.cocodataset.org/val2017/000000005992.jpg,A small group of sheep standing together next to a building.
284,5992,http://images.cocodataset.org/val2017/000000005992.jpg,Group of sheep standing next to a brick building. 
285,5992,http://images.cocodataset.org/val2017/000000005992.jpg,A herd of sheep standing on top of a green grass covered yard.
286,6012,http://images.cocodataset.org/val2017/000000006012.jpg,An apple sits in between a bunch of bananas
287,6012,http://images.cocodataset.org/val2017/000000006012.jpg,a yellow and red apple and some bananas
